file,row,result,user_id,user_code,tracking,house,package_id
Packages_53.xlsx,1,CREATED_PACKAGE,59,FAFL10059,TBA323092648957,FAFL0008192,
Packages_53.xlsx,2,CREATED_PACKAGE,59,FAFL10059,TBADD0029960582,FAFL0008032,
Packages_53.xlsx,3,CREATED_PACKAGE,59,FAFL10059,TBA322930844325,FAFL0008031,
Packages_53.xlsx,4,CREATED_PACKAGE,59,FAFL10059,TBADD0029594567,FAFL0008003,
Packages_53.xlsx,5,CREATED_PACKAGE,59,FAFL10059,tba322889905089,FAFL0007988,
Packages_53.xlsx,6,CREATED_PACKAGE,59,FAFL10059,TBA322889871161,FAFL0007986,
